Issue Type,Issue key,Req Pro ID,JAMA ID,Summary,Description,Status,Module,Created,Updated,Reporter
Requirement,OTC-6811,SR1027.9,OTCnet-REQ-4409,Scanner Activation Failed,The system shall display an error message if scanner activation fails.,Open,Check Capture Online,8/18/2017 11:03,8/18/2017 11:03,guerra_daniel@bah.com
Requirement,OTC-7156,SR437.7,OTCnet-REQ-2252,Error Message if Batch Contains 3000 Checks,The system shall display an error message to a user if he or she selects a batch that has 3000 checks.,Open,Check Capture Online,8/18/2017 11:08,8/18/2017 11:08,guerra_daniel@bah.com
Requirement,OTC-7163,SR438.8,OTCnet-REQ-2259,Validate Connected Scanner,"The system shall display an error message if there is no scanner connected to the terminal, or if the connected scanner does not match the scanner configured to the terminal.",Open,Check Capture Online,8/18/2017 11:08,8/18/2017 11:08,guerra_daniel@bah.com
Requirement,OTC-7164,SR438.9,OTCnet-REQ-2260,Scanner Activation Failed,The system shall display an error message if scanner activation fails.,Open,Check Capture Online,8/18/2017 11:08,8/18/2017 11:08,guerra_daniel@bah.com
Requirement,OTC-7215,SR444.14,OTCnet-REQ-2311,User defined field data format validation message,The system shall display an error message  if any of the values entered do not conform to the validation rules applicable to each user defined field type that are defined in the form package for each processing method/item type and ALC+2. The format of the validation message should conform to the overall OTCnet design.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7426,SR1279.1,OTCnet-REQ-5255,Error Message if Batch Exceeds Total Number of Checks Allowed,The system shall display an error message to a user if he or she scans a check that results in the batch count exceeding 3000 items. This applies to single and batch mode.,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7428,SR1280.1,OTCnet-REQ-5257,Error Message if Batch Exceeds Total Amount,"The system shall display an error message to a user if he or she scans a check that results in the total batch amount exceeding $9,999,999,999.99. This applies to single and batch mode.",Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7431,SR1298.2,OTCnet-REQ-5282,Validation Message for a GWA Reporter,"The system shall display an error message and prevent a user to perform scan check activities if no accounting codes are available for selection, if an OTC Endpoint is a GWA Reporter.",Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-8656,SR559.10,OTCnet-REQ-2546,Error Message if Batch Exceeds Total Amount,"The system shall display an error message to a user if he or she tries to save an updated item  if the updated check amount entered results in the total Batch Amount for that batch exceeding $9,999,999,999.99.",Open,Check Capture Online,8/18/2017 11:30,8/18/2017 11:30,guerra_daniel@bah.com
Requirement,OTC-7151,SR437.1,OTCnet-REQ-2247,Use the Correct Form,The system shall prevent a user to start the check scanning if a valid form has not been assigned to the OTC Endpoint (CHK).,Open,Check Capture Online,8/18/2017 11:08,8/18/2017 11:08,guerra_daniel@bah.com
Requirement,OTC-7152,SR437.3,OTCnet-REQ-2248,Eligible Non Personal Checks,"The system shall provide the capability to allow a user to scan the following non-personal checks in single mode: 
US Treasury Checks
Traveler's Checks 
Money Orders (including Postal Money Orders)
Third-party Checks (even if drawn on a personal account)
State and Local Government Checks
Credit card Checks 
'Do not ACH' Checks
Official Checks
Business Checks
Cashier�s Checks
Other US Government Checks
Payroll Checks",Open,Check Capture Online,8/18/2017 11:08,8/18/2017 11:08,guerra_daniel@bah.com
Requirement,OTC-7153,SR437.4,OTCnet-REQ-2249,Non-eligible Item Types,The system shall prevent a user to scan /process the following item types in OTCnet: Foreign items drawn on non-US Financial Institutions and Check payable in non-US currency.,Open,Check Capture Online,8/18/2017 11:08,8/18/2017 11:08,guerra_daniel@bah.com
Requirement,OTC-7154,SR437.5,OTCnet-REQ-2250,Prevent Check Capture Activities,The system shall prevent an OTC Endpoint to perform check capture activities if the Debit Gateway configuration has not been setup for an OTC Endpoint.,Open,Check Capture Online,8/18/2017 11:08,8/18/2017 11:08,guerra_daniel@bah.com
Requirement,OTC-7155,SR437.6,OTCnet-REQ-2251,Maximum Checks in Batch,The system shall prevent a user from selecting a batch that has 3000 checks.,Open,Check Capture Online,8/18/2017 11:08,8/18/2017 11:08,guerra_daniel@bah.com
Requirement,OTC-7157,SR438,OTCnet-REQ-2253,Supported Devices in Single Mode,"The system shall provide the capability to scan checks in Single Mode with the following scanners or any future supported scanners:

o EC7000i (battery operated or power)

o Panini MyVision X scanner

o Panini V VX50.1.FF.NJ

o Panini V VX75.1.FF.NJ

o Panini V VX100.1.FF.NJ

o Panini I:Deal",Open,Check Capture Online,8/18/2017 11:08,8/18/2017 11:08,guerra_daniel@bah.com
Requirement,OTC-7158,SR438.3,OTCnet-REQ-2254,Using the Keypad,The system shall allow a user to use the key pad to enter and accept the check amount if configured.,Open,Check Capture Online,8/18/2017 11:08,8/18/2017 11:08,guerra_daniel@bah.com
Requirement,OTC-7159,SR438.4,OTCnet-REQ-2255,Disable Keypad Feature,The system shall disable the Keypad feature when the application operates in the Customer Not Present mode.,Open,Check Capture Online,8/18/2017 11:08,8/18/2017 11:08,guerra_daniel@bah.com
Requirement,OTC-7160,SR438.5,OTCnet-REQ-2256,Cancel thru Key Pad,The system shall provide the capability to allow a user to cancel the transaction from the keypad if configured.,Open,Check Capture Online,8/18/2017 11:08,8/18/2017 11:08,guerra_daniel@bah.com
Requirement,OTC-7161,SR438.6,OTCnet-REQ-2257,Warning Message after 30 seconds,The system shall display a message asking whether a user wants to cancel the transaction if he or she has not responded with a key pad for more than 30 seconds.,Open,Check Capture Online,8/18/2017 11:08,8/18/2017 11:08,guerra_daniel@bah.com
Requirement,OTC-7162,SR438.7,OTCnet-REQ-2258,Not Cancel Transaction,The system shall allow a user to select not to cancel a check transaction even if he or she has not responded with a key pad for more than 30 seconds.,Open,Check Capture Online,8/18/2017 11:08,8/18/2017 11:08,guerra_daniel@bah.com
Requirement,OTC-7167,SR439.2,OTCnet-REQ-2263,Log Successful Batch Creation,"The system shall log the successful batch creation in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, and details.",Open,Check Capture Online,8/18/2017 11:08,8/18/2017 11:08,guerra_daniel@bah.com
Requirement,OTC-7173,SR440,OTCnet-REQ-2269,Select ALC+2,The system shall provide the capability to allow a user to select Agency Location Code/ ALC +2 if the user has access to more than one OTC Endpoint (CHK).,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7174,SR440.1,OTCnet-REQ-2270,Change ALC+2,The system shall create a new batch if a user selects another ALC+2.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7183,SR441.6,OTCnet-REQ-2279,Back Office Processing Only Selected,"The system shall prevent a user to select other Processing methods, Customer Present and Customer Not Present, if Back Office Processing Only is configured for the Check Capture.",Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7184,SR441.7,OTCnet-REQ-2280,"Back Office Processing Only, NOT Selected.",The system shall allow a user to select any of the Processing Methods if Back Office Processing Only is NOT configured as the default method.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7185,SR441.8,OTCnet-REQ-2281,Check Type for Personal Item in BOC,The system shall ensure that all items processed on the terminal shall have a '7' Check Type for all 'Personal' items if the 'Back Office Only' is configured.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7186,SR441.9,OTCnet-REQ-2282,Check Type for Non-Personal Item in BOC,The system shall ensure that all items processed on the terminal shall have a '1' Check Type for all 'Non-personal' items if the 'Back office Only' is checked.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7187,SR441.10,OTCnet-REQ-2283,Check Type for BOC,The system shall ensure only send '7' or '1' Check Types for settlement instead of Check Type '3' or '5'.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7188,SR441.11,OTCnet-REQ-2284,Switch BOC,The system shall provide the capability to allow a user to switch to 'Back Office Conversion Only' mid-batch and the option shall be effective from the selection point forward.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7195,SR442.6,OTCnet-REQ-2291,Truncate All Items,"The system shall prevent a user to scan personal checks if ""Truncate All Items"" is configured, and force all transactions to be processed as Non-Personal checks.",Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7200,SR443,OTCnet-REQ-2296,Display Front of the Check Image,The system shall display the front of the check image after scanning.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7201,SR443.1,OTCnet-REQ-2297,Adjust the Size of Check Image,The system shall allow a user to resize the check image.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7202,SR444,OTCnet-REQ-2298,Enter the Unique Check Data (Form),The system shall require a user to enter user defined field values after each check is scanned in single mode.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7203,SR444.1,OTCnet-REQ-2299,Enter Information Prior to Scanning,The system shall provide the capability to allow a user to enter the values for the user defined fields (form) prior to check scanning in single mode.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7204,SR444.2,OTCnet-REQ-2300,24 Agency Fields,The system shall display up to 24 user defined fields in a form.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7205,SR444.3,OTCnet-REQ-2301,Auto format,The system shall provide auto format to $0.00 for the amount field.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7206,SR444.4,OTCnet-REQ-2302,Minimum Check Amount,The system shall display a message if the minimum check amount entered by a user is less than $0.01.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7207,SR444.5,OTCnet-REQ-2303,Maximum Check Amount,"The system shall display a message if the maximum check amount entered by a user is more than 99,999,999.99.",Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7208,SR444.6,OTCnet-REQ-2304,Mandatory Fields,The system shall require a user to enter values for all the user defined fields that marked as mandatory.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7209,SR444.7,OTCnet-REQ-2305,Pre-populated List,The system shall display a defined list value for a user defined that is a drop down list.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7210,SR444.8,OTCnet-REQ-2306,ISO Format Date,The system shall display a message if a user does not conform to the format for a user defined field with ISO Format date yyyy/mm/dd.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7211,SR444.9,OTCnet-REQ-2307,US Format Date,The system shall display a message if a user does not conform to the format for a user defined field with US Format date mm/dd/yyyy.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7212,SR444.10,OTCnet-REQ-2308,Validate Data Field Length,The system shall display a message if the value entered for each user defined field does not satisfy the minimum/maximum field requirements that are established by the agency.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7213,SR444.11,OTCnet-REQ-2309,Maximum Field Length,The system shall prevent a user to enter more than 256 characters for any of the twenty-four user defined fields.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7214,SR444.13,OTCnet-REQ-2310,Date Entry Complete message,The system shall display a message to signal data entry has been successfully completed by a user.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7216,SR444.15,OTCnet-REQ-2312,Manual Decimal Format,The system shall require a user to manually enter the decimal into the amount field in the appropriate place,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7217,SR444.16,OTCnet-REQ-2313,Enter different types of User Defined fields Information,The system shall provide the capability to enter the User Defined Fields data of multiple input types (Simple text; Large text area; Number; Currency; ISO Format date (yyyy/mm/dd); US Format date (mm/dd/yyyy) and Pre-populated dropdown list box) for an item based on the processing method/item type and ALC +2 selected.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7218,SR444.17,OTCnet-REQ-2314,Dynamically display the subsequent user defined field values,The system shall provide the capability to dynamically display the subsequent user defined field values based on the value that is specified in the previous user defined field - based on the rules defined in the form package for each processing method/item type and ALC+2.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7219,SR444.18,OTCnet-REQ-2315,Specify a value for a dynamic field,The system shall provide the capability to allow a user to specify the value of a user defined field - dynamically displayed as a result of the previous user defined field value - based on the rules defined in the form package for each processing method/item type and ALC+2.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7220,SR444.19,OTCnet-REQ-2316,Display the temporary fields for a single user defined field,The system shall display the temporary fields for a single user defined field per form design/configuration.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7221,SR444.20,OTCnet-REQ-2317,Specify the values in the temporary fields for a single user defined field,The system shall provide the capability to allow a user to specify the values in the temporary fields for a single user defined field if the form allows for this behavior.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7222,SR444.21,OTCnet-REQ-2318,Concatenate the temporary fields values for a single user defined field,"The system shall provide the capability to concatenate the temporary fields values, using a delimiter to separate them, for a single user defined field into one user defined field upon successful saving of a transaction.",Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7223,SR444.22,OTCnet-REQ-2319,Display default value,The system shall display the default value that was defined in the form for a given form field.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7224,SR444.23,OTCnet-REQ-2320,Clear User Defined fields Information after save,The system shall clear the User Defined field's values after the system successfully saves the check transaction.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7225,SR444.24,OTCnet-REQ-2321,Remove invalid XML characters,The system shall identify any invalid XML characters in the form field values and strip out the invalid characters in single or batch mode.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7227,SR445,OTCnet-REQ-2323,Complete Check Scanning,"The system shall indicate that the check scanning is completed, and increment the number of checks scanned by one in single mode.",Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7226,SR444.25,OTCnet-REQ-2322,Remove invalid XML characters Message,"The system shall display an informational message notifying a user that a check transaction has been saved successfully, but invalid characters were detected and removed from the form fields before it was saved, and requests the user to acknowledge the message in single or batch mode.",Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7228,SR445.1,OTCnet-REQ-2324,Log Check Item Complete,"The system shall log the item was stored successfully in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, and details.",Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7229,SR447,OTCnet-REQ-2325,Cancel Transaction in Single Check Mode,The system shall allow users to cancel the current check transaction.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7230,SR447.1,OTCnet-REQ-2326,Start Scanning,The system shall clear the check image and allow a user to scan a new check if her or she cancel the current check transaction.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7232,SR448.1,OTCnet-REQ-2328,Available in Single Mode Only,The system shall allow Franking in single mode only.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7233,SR449,OTCnet-REQ-2329,Scan Checks in Batch Mode,The system shall provide the capability to allow a user to process checks in batch mode by scanning one or more checks and then keying in information as needed.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7234,SR449.1,OTCnet-REQ-2330,Change Batch Mode,The system shall allow a user to change batch processing mode mid-batch.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7235,SR449.2,OTCnet-REQ-2331,Support Single Check,The system shall allow a user to process a single check in �Batch� mode.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7236,SR449.3,OTCnet-REQ-2332,Maximum Checks in Batch,The system shall prevent a user from selecting a batch that has 3000 checks.,Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7238,SR450,OTCnet-REQ-2334,Supported Scanners,"The system shall support the following scanners in batch mode.

o EC7000i (battery operated or power)

o Panini MyVision X scanner

o Panini V VX50.1.FF.NJ

o Panini V VX75.1.FF.NJ

o Panini V VX100.1.FF.NJ

o Panini I:Deal",Open,Check Capture Online,8/18/2017 11:09,8/18/2017 11:09,guerra_daniel@bah.com
Requirement,OTC-7239,SR450.1,OTCnet-REQ-2335,Hopper Empty,"The system shall display a message when the Hopper is empty, and allow a user to indicate whether he or she wants to scan more checks.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7240,SR450.2,OTCnet-REQ-2336,Add More Checks,The system shall allow a user to continue provide more checks to the scanner when Hopper empty.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7241,SR450.3,OTCnet-REQ-2337,Complete Scanning,The system shall allow a user to start keying in information for the check when a user selects not to provide more checks when Hopper is empty.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7244,SR451,OTCnet-REQ-2340,Initiate a Batch Creation,The system shall initiate a batch creation when the first check is scanned.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7245,SR451.1,OTCnet-REQ-2341,Batch ID Creation,The system shall generate a Batch ID for each Batch created in online mode.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7246,SR451.2,OTCnet-REQ-2342,Log Successful Batch Creation,"The system shall log the successful batch creation in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, and details.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7248,SR451.4,OTCnet-REQ-2344,Select Item Type in Batch Mode,The system shall allow users to select Item Type (Personal / Non-personal) for each check in the batch mode (after each check is scanned),Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7247,SR451.3,OTCnet-REQ-2343,Increment Check Count,The system shall keep track of the number of checks scanned in a batch.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7249,SR452,OTCnet-REQ-2345,Indicate All the Checks have been scanned,The system shall provide the capability to allow a user to indicate that all the checks have been scanned in batch mode.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7250,SR453,OTCnet-REQ-2346,Enter the Unique Check Data in Batch Mode,The system shall provide the capability to allow a user to enter check information for each check in a batch after the checks are scanned.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7251,SR453.1,OTCnet-REQ-2347,Indicate the Check is being Indexed,The system shall display which check within a batch is being indexed (check information being keyed).,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7253,SR454.1,OTCnet-REQ-2349,Log Check Item Complete,"The system shall log the item was stored successfully in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, and details.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7252,SR454,OTCnet-REQ-2348,Complete Check Scanning,"The system shall indicate that the check scanning is completed, and increment the number of checks scanned after each check in the bundle in batch mode.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7254,SR456,OTCnet-REQ-2350,Continue Scanning,The system shall provide the capability to continue scanning checks until a user stops providing the checks to scanner.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7255,SR458,OTCnet-REQ-2351,Cancel Transaction in Batch Mode,The system shall display a message to allow a user to select to just to cancel the current check or to cancel the current check with all remaining items within a batch if the user cancel a transaction in batch mode.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7260,SR459.4,OTCnet-REQ-2356,Log Duplicate Check Detection,"The system shall log a duplicate check detection in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, source and details.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7262,SR464.1,OTCnet-REQ-2358,Log Duplicate Check Acceptance Authorization,"The system shall log duplicate check acceptance authorization in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, source and details.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7263,SR464.2,OTCnet-REQ-2359,Log Duplicate Check Accepted,"The system shall log duplicate check accepted in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, and details.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7265,SR467.1,OTCnet-REQ-2361,Log Codeline Correction for duplicate,"The system shall log the codeline correction for the duplicate in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, source and details.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7267,SR467.3,OTCnet-REQ-2363,Log Codeline was Corrected,"The system shall log the item codeline was corrected in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, source and details.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7266,SR467.2,OTCnet-REQ-2362,Log Codeline Correction Authorization,"The system shall log the codeline correction authorization in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, source and details.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7269,SR471.1,OTCnet-REQ-2365,Rescan option not available (online),"The system shall prevent a user to rescan a duplicate check in Back Office, Customer not Present, or Customer Present when scanning in batch mode.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7270,SR471.2,OTCnet-REQ-2366,Log Duplicate was Rescanned,"The system shall log that the duplicate was rescanned in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, source and details.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7272,SR474.1,OTCnet-REQ-2368,Log Cancel Transaction,"The system shall log the duplicate check was canceled in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, source and details.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7271,SR474,OTCnet-REQ-2367,Cancel the Transaction,The system shall provide the capability to allow a user to cancel the current check once a duplicate check is detected.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7273,SR474.2,OTCnet-REQ-2369,Cancel Transaction Behavior,"The system shall clear the image and data, and allow a user to process a new check when the user cancels the duplicate check transaction.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7277,SR477.3,OTCnet-REQ-2373,Defer Batch Controls,The system shall allow user to defer the entry of Batch Control Values if Batch Control is set to optional at Batch Create. (Only if it has been configured),Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7276,SR477.2,OTCnet-REQ-2372,Valid Batch Control Count,The system shall display a message if the batch control count entered by a user is not a positive integer greater than 0.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7278,SR477.4,OTCnet-REQ-2374,Log Batch Control Defer,"The system shall log the batch control values deferred in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, and details.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7279,SR477.5,OTCnet-REQ-2375,No Batch Control Display at Batch Close,The system shall not request a user to enter the batch control information again if batch control is configured as optional at Batch Create only.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7280,SR477.6,OTCnet-REQ-2376,No Batch Control Display at Batch Create,The system shall not display the batch control information upon batch creation if batch control is configured as optional at Batch Close only.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7282,SR477.8,OTCnet-REQ-2378,Cancel Batch Control,The system shall provide the capability to allow a user to cancel batch control process and return a user to the OTCnet Home page.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7281,SR477.7,OTCnet-REQ-2377,Log Batch Control Change,"The system shall log the batch control change in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, and details.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7283,SR477.9,OTCnet-REQ-2379,Prevent Check Processing,The system shall prevent a user to start check processing if the user cancels the batch control at the start of the batch.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7284,SR477.11,OTCnet-REQ-2380,Optional Batch Control at  Batch Create Only,The system shall request a user to enter optional batch control information prior to check scanning. (Only if it has been configured),Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7286,SR477.14,OTCnet-REQ-2382,Optional at Batch Create and Batch Close,The system shall request a user to enter batch control information during both Batch Create and Batch Close.  (Only if it has been configured),Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7290,SR477.18,OTCnet-REQ-2386,Validate Batch Control Amount,The system shall display a validation message if a user fails to enter the batch control amount in the correct format.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7293,SR496.2,OTCnet-REQ-2389,Validate Batch Control Amount,"The system shall validate the batch control amount has been entered in the correct format. If not valid, the system shall display a message.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7292,SR496.1,OTCnet-REQ-2388,Mandatory Batch Control at Batch Create,The system shall require a user to enter the batch control (amount and count) information prior to scanning the check. (Only if it has been configured),Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
